gene_id,gene_name,TPM,counts,length
ENSMUSG00000000001,Gnai3,40.257202,2074.013,2337.321
ENSMUSG00000000003,Pbsn,0,0,477
ENSMUSG00000000028,Cdc45,0.800403,27,1530.4019234710513
ENSMUSG00000000037,Scml2,0.044786,4,4051.983
ENSMUSG00000000049,Apoh,2896.656669,52280.296,818.8256612452074
ENSMUSG00000000056,Narf,15.729231,1275.006,3677.5204930757263
ENSMUSG00000000058,Cav2,1.740601,65.004,1694.316
ENSMUSG00000000078,Klf6,2.35952,183,3518.665
ENSMUSG00000000085,Scmh1,5.037522000000001,274.01,2467.7373362565963
ENSMUSG00000000088,Cox5a,285.531275,1970.977,313.1686252619297
ENSMUSG00000000093,Tbx2,0.648032,66.123,4629.212
ENSMUSG00000000094,Tbx4,0.016492,1,2750.927
ENSMUSG00000000103,Zfy2,0,0,2497
ENSMUSG00000000120,Ngfr,1.976602,155,3557.648
ENSMUSG00000000125,Wnt3,0.015596,1,2908.975
ENSMUSG00000000126,Wnt9a,0.271377,19,3176.368
ENSMUSG00000000127,Fer,2.559283,141,2499.4939456003885
ENSMUSG00000000131,Xpo6,16.206744999999998,891.099,2494.4785081499094
ENSMUSG00000000134,Tfe3,7.969397,565.221,3217.676943562731
ENSMUSG00000000142,Axin2,4.215305,264,2841.354513438767
ENSMUSG00000000148,Brat1,4.179358,297.49,3229.353739172141
ENSMUSG00000000149,Gna12,30.024808,2246.087,3393.8823721893245
ENSMUSG00000000154,Slc22a18,116.406743,2952.808,1150.8203962929106
ENSMUSG00000000157,Itgb2l,0.064574,2,1405.1541444234522
ENSMUSG00000000159,Igsf5,23.728102,575,1099.3988235416384
ENSMUSG00000000167,Pih1d2,0.687701,16,1055.5311879552305
ENSMUSG00000000168,Dlat,18.055306,1310.041,3291.7778699215614
ENSMUSG00000000171,Sdhd,222.133386,3694.918,754.643
ENSMUSG00000000182,Fgf23,0,0,1480
ENSMUSG00000000183,Fgf6,0,0,4323
ENSMUSG00000000184,Ccnd2,2.102042,254,5482.047116495295
ENSMUSG00000000194,Gpr107,7.49444,578.9989999999999,3505.014265417029
ENSMUSG00000000197,Nalcn,0.007647,1,5932.516
ENSMUSG00000000202,Btbd17,0,0,1118
ENSMUSG00000000204,Slfn4,0.063371,4,2863.628
ENSMUSG00000000214,Th,0,0,934.1666666666666
ENSMUSG00000000215,Ins2,4.727625000000001,19,182.33120645144228
ENSMUSG00000000216,Scnn1g,0,0,2657
ENSMUSG00000000223,Drp2,0.011168,1,4062.363
ENSMUSG00000000244,Tspan32,0.49647300000000005,16,1462.0903139687352
ENSMUSG00000000247,Lhx2,0.994271,69,3148.4360681755775
ENSMUSG00000000248,Clec2g,0,0,990.6666666666666
ENSMUSG00000000253,Gmpr,0.458939,15,1482.813
ENSMUSG00000000263,Glra1,0.019585,1,2316.446
ENSMUSG00000000266,Mid2,1.330557,112,3818.870656098912
ENSMUSG00000000275,Trim25,13.568604,1505,5032.129
ENSMUSG00000000276,Dgke,0.2318,38,7437.384
ENSMUSG00000000278,Scpep1,61.012756,2432.001,1808.396
ENSMUSG00000000282,Mnt,2.239583,262,5307.435
ENSMUSG00000000290,Itgb2,1.406492,91.008,2935.558
ENSMUSG00000000295,Hddc2,1.105893,14,574.3355247062781
ENSMUSG00000000296,Tpd52l1,8.947961000000001,163,826.4453097064236
ENSMUSG00000000301,Pemt,841.3193309999999,12035.902,649.0347791138086
ENSMUSG00000000303,Cdh1,11.460735,1080.76,4278.261
ENSMUSG00000000305,Cdh4,0.105485,16.018,6889.096
ENSMUSG00000000308,Ckmt1,5.114756999999999,129.999,1153.104681735809
ENSMUSG00000000317,Bcl6b,0.354243,25,3201.759
ENSMUSG00000000318,Clec10a,0.464126,12,1172.994
ENSMUSG00000000320,Alox12,0.323566,19,2664.0442732301917
ENSMUSG00000000326,Comt,431.074528,13257.182,1395.2411589306873
ENSMUSG00000000339,Rtca,7.2366209999999995,208.012,1304.0740423169875
ENSMUSG00000000340,Dbt,42.825861,2470.1310000000003,2616.7626202042734
ENSMUSG00000000346,Dazap2,68.689536,2642.6969999999997,1745.4494884707913
ENSMUSG00000000355,Mcts1,40.767612,297,330.515148408987
ENSMUSG00000000359,Rem1,0.406006,15,1676.137
ENSMUSG00000000365,Rnf17,0,0,1747
ENSMUSG00000000374,Trappc10,6.149418,649.304,4790.323
ENSMUSG00000000378,Ccm2,14.484122,479.55400000000003,1502.0883817318027
ENSMUSG00000000381,Wap,0,0,360.3333333333333
ENSMUSG00000000384,Tbrg4,19.161675,714.999,1692.868177164209
ENSMUSG00000000385,Tmprss2,5.288276,329,2822.4884588128534
ENSMUSG00000000386,Mx1,0.5130140000000001,22,1945.5562781015717
ENSMUSG00000000392,Fap,0.114925,4,1579.043
ENSMUSG00000000394,Gcg,0.05799,1,782.348
ENSMUSG00000000399,Ndufa9,121.827373,2743.621,1021.7142053449352
ENSMUSG00000000402,Egfl6,0.021024,1,2157.942
ENSMUSG00000000409,Lck,0.887734,42,2146.432
ENSMUSG00000000411,Tssk3,0.084916,2,1068.541
ENSMUSG00000000416,Cttnbp2,0.23314500000000002,7,1362.1470938385983
ENSMUSG00000000420,Galnt1,19.685536,1213.596,2796.903168985188
ENSMUSG00000000435,Myf5,0,0,1749
ENSMUSG00000000439,Mkrn2,3.824549,456.045,5409.761
ENSMUSG00000000440,Pparg,2.316917,93,1821.055
ENSMUSG00000000441,Raf1,33.021933,1791.9530000000002,2461.926256061873
ENSMUSG00000000486,Septin1,2.526167,51,915.9219156294891
ENSMUSG00000000489,Pdgfb,0.339636,24,3205.881
ENSMUSG00000000530,Acvrl1,1.153178,71.02,2794.07862241562
ENSMUSG00000000531,Tamalin,0.399975,20,2268.548
ENSMUSG00000000532,Acvr1b,4.31181,401,4219.25
ENSMUSG00000000538,Tom1l2,5.523024,402,3302.1710000639146
ENSMUSG00000000544,Gpa33,0.622904,35,2549.162
ENSMUSG00000000552,Zfp385a,11.797879,708.018,2722.6429898101173
ENSMUSG00000000555,Itga5,11.768248,1170.061,4510.733160276534
ENSMUSG00000000560,Gabra2,0,0,2331.6666666666665
ENSMUSG00000000561,Wdr77,10.645116000000002,615,2621.049163457777
ENSMUSG00000000562,Adora3,0.05517,1,822.331
ENSMUSG00000000563,Atp5pb,192.820352,5513.561000000001,1297.2682615575611
ENSMUSG00000000567,Sox9,2.667404,251,4269.091
ENSMUSG00000000568,Hnrnpd,30.306819000000004,882,1320.3185123627786
ENSMUSG00000000579,Dynlt1c,1.823901,71.364,1775.1161564130948
ENSMUSG00000000581,C1d,64.607571,864.001,606.7103360762782
ENSMUSG00000000594,Gm2a,53.000835,3779.949,3235.5909999999994
ENSMUSG00000000600,Krit1,5.581347,326.00100000000003,2649.8969926666446
ENSMUSG00000000605,Clcn4,13.022192,1120.2289999999998,3902.772149047564
ENSMUSG00000000606,Vmn2r88,0,0,4079.8888888888887
ENSMUSG00000000617,Grm6,0.033558,1,1351.921
ENSMUSG00000000627,Sema4f,0.032934,2,2755.084
ENSMUSG00000000628,Hk2,0.42009,50,5399.806
ENSMUSG00000000631,Myo18a,18.287939,2228.134,5527.4759386008445
ENSMUSG00000000632,Sez6,0.04103,3,3317.178
