gene_id,gene_name,TPM,counts,length
ENSMUSG00000000001,Gnai3,7.336137,526,2597.394
ENSMUSG00000000003,Pbsn,0,0,494.5
ENSMUSG00000000028,Cdc45,0.278392,17,2212.139
ENSMUSG00000000037,Scml2,0.011423,1,3171.238
ENSMUSG00000000049,Apoh,17.008288,523,1113.937
ENSMUSG00000000056,Narf,1.597649,196,4444.202
ENSMUSG00000000058,Cav2,3.4289759999999996,86,908.5599430558862
ENSMUSG00000000078,Klf6,1.933765,167,3128.472
ENSMUSG00000000085,Scmh1,1.293512,68,1904.398979623691
ENSMUSG00000000088,Cox5a,28.334347,323,412.96107349239423
ENSMUSG00000000093,Tbx2,0.135854,16,4266.462
ENSMUSG00000000094,Tbx4,0,0,2729
ENSMUSG00000000103,Zfy2,0,0,2519
ENSMUSG00000000120,Ngfr,0.081838,8,3541.2469999999994
ENSMUSG00000000125,Wnt3,0.060558,5,2991.007
ENSMUSG00000000126,Wnt9a,0.138655,12,3135.197
ENSMUSG00000000127,Fer,0.535044,45.00000000000001,3046.790424331457
ENSMUSG00000000131,Xpo6,1.553943,191.00000000000003,4452.64234352547
ENSMUSG00000000134,Tfe3,1.48733,135.999,3312.4660123220806
ENSMUSG00000000142,Axin2,0.444666,48,3910.4557311622652
ENSMUSG00000000148,Brat1,0.7993580000000001,67,3036.3593782723137
ENSMUSG00000000149,Gna12,2.777607,264,3443.125
ENSMUSG00000000154,Slc22a18,2.269832,70.99799999999999,1133.1069623183566
ENSMUSG00000000157,Itgb2l,0.057362,2,1263.059
ENSMUSG00000000159,Igsf5,2.129856,90.423,1537.9755104129104
ENSMUSG00000000167,Pih1d2,0.133089,5,1360.969
ENSMUSG00000000168,Dlat,2.803353,268,3463.1917996773864
ENSMUSG00000000171,Sdhd,15.661991,413,955.262
ENSMUSG00000000182,Fgf23,0,0,1502
ENSMUSG00000000183,Fgf6,0,0,4345
ENSMUSG00000000184,Ccnd2,6.0601519999999995,978,5846.216991349392
ENSMUSG00000000194,Gpr107,1.721007,241,5072.871184238646
ENSMUSG00000000197,Nalcn,0,0,3317.1428571428573
ENSMUSG00000000202,Btbd17,0,0,1132.7142857142858
ENSMUSG00000000204,Slfn4,0.011025,1,3285.835
ENSMUSG00000000214,Th,0,0,953.6666666666666
ENSMUSG00000000215,Ins2,899.778123,5084.985000000001,204.726405905479
ENSMUSG00000000216,Scnn1g,0.071126,6,3055.935
ENSMUSG00000000223,Drp2,0.014437,3,7527.669
ENSMUSG00000000244,Tspan32,0.082924,3,1310.575591662245
ENSMUSG00000000247,Lhx2,0,0,865.2857142857143
ENSMUSG00000000248,Clec2g,0,0,1008
ENSMUSG00000000253,Gmpr,0.325721,14,1557.049
ENSMUSG00000000263,Glra1,0,0,1762.6666666666667
ENSMUSG00000000266,Mid2,0.732664,83,4103.860510052357
ENSMUSG00000000275,Trim25,1.472395,243,5978.628000000001
ENSMUSG00000000276,Dgke,0.169124,38,8139.502
ENSMUSG00000000278,Scpep1,7.099722,411,2097.104
ENSMUSG00000000282,Mnt,0.499271,68,4933.918
ENSMUSG00000000290,Itgb2,0.698177,58,3009.413
ENSMUSG00000000295,Hddc2,2.398058,49,740.2122895985002
ENSMUSG00000000296,Tpd52l1,3.3582880000000004,92.99900000000001,1003.1930422879157
ENSMUSG00000000301,Pemt,5.3598490000000005,100.99900000000001,682.6345289402743
ENSMUSG00000000303,Cdh1,6.724373,879,4735.4
ENSMUSG00000000305,Cdh4,0.005395,1,6714.316
ENSMUSG00000000308,Ckmt1,5.1010860000000005,196,1391.915664049381
