gene_id,gene_name,TPM,counts,length
ENSMUSG00000000001,Gnai3,11.606727,1150.257,2514.592
ENSMUSG00000000003,Pbsn,0,0,488
ENSMUSG00000000028,Cdc45,0.5540849999999999,33,1511.1961275652654
ENSMUSG00000000037,Scml2,0.188986,13.998999999999999,1879.655877117882
ENSMUSG00000000049,Apoh,7.741932,320,1048.777
ENSMUSG00000000056,Narf,3.569116,623,4429.043
ENSMUSG00000000058,Cav2,2.25049,182,2051.997
ENSMUSG00000000078,Klf6,3.274551,504,3905.361
ENSMUSG00000000085,Scmh1,4.040833,402.92400000000004,2530.08701242219
ENSMUSG00000000088,Cox5a,60.397802999999996,777.999,326.844141815324
ENSMUSG00000000093,Tbx2,0.332539,94,7172.449
ENSMUSG00000000094,Tbx4,0,0,2724
ENSMUSG00000000103,Zfy2,0,0,2514
ENSMUSG00000000120,Ngfr,1.526477,281,4670.879
ENSMUSG00000000125,Wnt3,0,0,2759
ENSMUSG00000000126,Wnt9a,0.06028,10,4209.31
ENSMUSG00000000127,Fer,1.548444,166,2720.1629917026385
ENSMUSG00000000131,Xpo6,4.411143,714.999,4112.797356393345
ENSMUSG00000000134,Tfe3,2.3566509999999994,430.00000000000006,4629.729566316354
ENSMUSG00000000142,Axin2,0.49135700000000004,74,3821.3501778625314
ENSMUSG00000000148,Brat1,1.322631,217.99900000000002,4182.1547872823185
ENSMUSG00000000149,Gna12,2.599284,432.54,4222.359
ENSMUSG00000000154,Slc22a18,3.3011880000000002,174.08699999999996,1338.0661401683274
ENSMUSG00000000157,Itgb2l,0.355675,19,1355.4528076530542
ENSMUSG00000000159,Igsf5,7.307307,402.605,1397.9910856349677
ENSMUSG00000000167,Pih1d2,0.262339,12,1160.649
ENSMUSG00000000168,Dlat,8.18355,1263,3916.013291897648
ENSMUSG00000000171,Sdhd,32.038289,1212,959.877
ENSMUSG00000000182,Fgf23,0,0,1497
ENSMUSG00000000183,Fgf6,0,0,4340
ENSMUSG00000000184,Ccnd2,0.776412,193,6307.356010710809
ENSMUSG00000000194,Gpr107,3.4063860000000004,669,4983.274289921048
ENSMUSG00000000197,Nalcn,0.050999,14,6965.47
ENSMUSG00000000202,Btbd17,0,0,1124
ENSMUSG00000000204,Slfn4,0.043646000000000004,3,1744.0304434083307
ENSMUSG00000000214,Th,0,0,947.1666666666666
ENSMUSG00000000215,Ins2,0.9125989999999999,8,222.42940557462808
ENSMUSG00000000216,Scnn1g,1.903717,239,3185.506
ENSMUSG00000000223,Drp2,0.009774,3,7788.168
ENSMUSG00000000244,Tspan32,0.069459,4,1461.2156552354625
ENSMUSG00000000247,Lhx2,0.011226,2,4520.338
ENSMUSG00000000248,Clec2g,0.545315,7,325.71111073416284
ENSMUSG00000000253,Gmpr,0.974654,73,1900.444
ENSMUSG00000000263,Glra1,0,0,1757.6666666666667
ENSMUSG00000000266,Mid2,2.0046809999999997,346.999,4392.043814866305
ENSMUSG00000000275,Trim25,0.588146,145,6255.543
ENSMUSG00000000276,Dgke,0.279835,73,6619.156401911841
ENSMUSG00000000278,Scpep1,3.258113,284,2211.743
ENSMUSG00000000282,Mnt,0.873798,248,7201.503
ENSMUSG00000000290,Itgb2,0.749178,97,3285.253147509671
ENSMUSG00000000295,Hddc2,2.132105,59,702.1429988668476
ENSMUSG00000000296,Tpd52l1,29.954491,1078,913.1442641901344
ENSMUSG00000000301,Pemt,3.026409,83,695.8776572158621
ENSMUSG00000000303,Cdh1,16.887062,3339.012,5017.025866929429
ENSMUSG00000000305,Cdh4,0.003057,1,8299.327
ENSMUSG00000000308,Ckmt1,58.304428,3406.719,1482.5773855307013
ENSMUSG00000000317,Bcl6b,0.22170800000000002,30,3433.391502859617
ENSMUSG00000000318,Clec10a,0.634147,27,1080.328826092373
