Geneid,human_gene,ortholog_type,secreted,Reference,Function,Mean_TPM,Mean_TPM_Male,Mean_TPM_Fem,Mous-1B-PANC-Mal,Mous-2B-PANC-Mal,Mous-3B-PANC-Mal,Mous-4B-PANC-Fem,Mous-5B-PANC-Fem,Mous-6B-PANC-Fem,Mous-1A-PANC-Mal,Mous-2A-PANC-Mal,Mous-3A-PANC-Mal,Mous-4A-PANC-Fem,Mous-5A-PANC-Fem,Mous-6A-PANC-Fem
0610005C13Rik,NA,mouse-specific,No_annotation,NA,NA,9.922978067589758,0.9739300340232518,18.872026101156266,0.829630786662446,0.825312203225377,1.14119327176085,1.20971021846166,1.02701153006869,2.18779675960958,1.43365481202474,1.16237813944057,0.451410991025528,1.79343739525642,104.604843071002,2.40935763253925
0610006L08Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0610009E02Rik,NA,mouse-specific,No_annotation,NA,NA,0.19618223791456751,0.12346922088937758,0.2688952549397575,0.125366429984547,0.220476260004494,0.0478214323404546,0,0.555024687645662,0.079248037587795,0.0704350607155669,0.115927846440206,0.160788295850997,0.162236271703922,0.413008300961254,0.403854231739912
0610009L18Rik,NA,mouse-specific,No_annotation,NA,NA,1.043392862579455,0.4726266727693365,1.6141590523895737,0.273416285103617,0.467488031108074,0,0.427848178451157,2.1825210767679,0.403281612926582,0.985692590385458,0.758493987209748,0.350669142809122,0.103199567016832,3.67804242172684,2.89006145744813
0610010K14Rik,NA,mouse-specific,No_annotation,NA,NA,21.59169675358929,11.078285167019136,32.10510834015945,10.8689244344401,10.353787668789,13.4744563372129,10.1237776170209,12.9613771927261,11.366155849748,10.4602527094793,11.5396067328095,9.77268311938402,9.11648774483045,79.523043269948,69.5398083666832
0610025J13Rik,NA,mouse-specific,No_annotation,NA,NA,0.02903787279251506,0.03017801541347093,0.0278977301715592,0,0.0893132997703388,0.077488432033144,0,0.0408793435765955,0.085607448011507,0.0142663606773428,0,0,0,0,0.0408995894412527
0610030E20Rik,C2orf68,one-to-one,No_annotation,NA,NA,4.694830314603909,2.141461394423602,7.248199234784215,2.16242035706933,2.32843848448501,2.07292412754798,2.5577331032338,2.99839675291873,3.35606556297793,2.40922166493824,1.84820916112138,2.02755457137967,1.74533479098013,16.3124225354643,16.5192426631304
0610031O16Rik,NA,mouse-specific,No_annotation,NA,NA,0.2165297482607679,0.09595700282208626,0.3371024936994495,0.068464676569231,0.0351183363174633,0.274218771612437,0.120527012649241,0.0964434998942981,0.55540948673485,0.134630122120167,0.0633101103132192,0,0.155049834911211,0.902202599187206,0.192982528819891
0610038B21Rik,NA,mouse-specific,No_annotation,NA,NA,0.03704046362465248,0.05667913213575812,0.01740179511354683,0.01852097619601,0,0.0989084122602967,0,0,0,0,0.222645404358242,0,0,0,0.104410770681281
0610039H22Rik,NA,mouse-specific,No_annotation,NA,NA,0.33316237812165284,0.27798330099609697,0.38834145524720864,0.502324394116166,0.39640423459712,0.0515881889974082,0.58953669383501,0.163293377903222,0.113986903379705,0.417906653046985,0.250118298826472,0.0495580363924307,0,1.0820251720389,0.381206584326415
0610039K10Rik,NA,mouse-specific,No_annotation,NA,NA,0.19769271165371055,0.0961318825236149,0.29925354078380617,0.177964963700462,0.212999541408127,0.158399066111916,0.104431396869584,0.208910210075977,0.48123808314355,0,0.0274277239211844,0,0.0671719579215763,0.0977148977037668,0.836054698988383
0610040B10Rik,NA,mouse-specific,No_annotation,NA,NA,0.7229403240805837,0.5369308249493073,0.90894982321186,0.512862668118603,0.328835330972611,0.770305458438572,0.451428447377158,0.541837117587966,1.60747439879789,0.441219627493821,0.592812851114689,0.575549013557548,0.290366054470087,1.4783819863954,1.08421093464266
0610040F04Rik,NA,mouse-specific,No_annotation,NA,NA,0.04388619490953147,0.02106609045195698,0.06670629936710597,0.0471499318788519,0.0120925654515628,0,0.0276679923173073,0,0.086931090124514,0,0.0218000547004148,0.0453539906809124,0,0.252413138385221,0.0332255753755935
0610040J01Rik,NA,mouse-specific,No_annotation,NA,NA,10.074009634890457,4.6054351686687,15.54258410111221,3.42250353857814,4.63000146009437,4.65302536672623,3.85486454915843,4.83880614047445,6.41644944335847,5.95352350698329,4.85737676584463,4.11618037378554,4.92589879961032,69.3853945614908,3.83409111258079
0610042G04Rik,NA,mouse-specific,No_annotation,NA,NA,0.6032943919970697,0.28307433577514657,0.9235144482189928,0.0297076848304615,0.350480626586922,0.396623254008509,0.331221855368882,0.251088290404113,0.701088484189024,0.335901800213456,0.357123697564615,0.228608951446916,0.0336390373793676,1.27230045319818,2.95174856877439
0610043K17Rik,NA,mouse-specific,No_annotation,NA,NA,0.19839987420831084,0.11698115818163926,0.2798185902349824,0,0.140473345269853,0.121875009605527,0.0535675611774405,0,0,0.179506829493556,0.0844134804176256,0.175618284303274,0.155049834911211,0.827019049254939,0.643275096066304
1100001I12Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110002E22Rik,C4orf54,one-to-one,No_annotation,NA,NA,0.01459502749319987,4.899845766126483e-4,0.0287000704097871,0,0.00293990745967589,0,0,0.00403685075245868,0.0338150724239296,0,0,0,0.0129798906803656,0.113290908523355,0.00807770007861375
1110002J07Rik,NA,mouse-specific,No_annotation,NA,NA,0.05150446294596837,0.00375763006435395,0.0992512958275828,0,0.0225457803861237,0,0,0.0928743014174931,0.0324154419428067,0,0,0,0,0.253404002342803,0.216814029262394
1110002L01Rik,NA,mouse-specific,No_annotation,NA,NA,0.31377033941860477,0.15243452288892403,0.4751061559482855,0.102572533623721,0.23676143830028,0.251062519787386,0.120380919300575,0.240816496705762,0.201722277496205,0.0924460171891816,0.165987598312113,0.0657770301208626,0.164540764199716,0.520953652348855,1.6022228256386
1110002O04Rik,NA,mouse-specific,No_annotation,NA,NA,0.02281744648234205,0.02908548177391545,0.01654941119076865,0.0673208752900314,0,0.0449395918473842,0,0,0.0992964671446119,0,0.0622524235060771,0,0,0,0
1110004F10Rik,C11orf58,one-to-one,No_annotation,NA,NA,18.19341812672663,9.322627877844187,27.06420837560908,8.38974905965479,9.39796633165682,9.78031959259228,8.65176153201784,9.36340358842553,8.00712812806152,9.03736898492382,9.08439507438081,10.2459682238566,9.16820100910198,75.7031344435542,51.4916215524934
1110006O24Rik,NA,mouse-specific,No_annotation,NA,NA,0.5481539906408741,0.2799414902850531,0.816366490996695,0.220370677707212,0.527506676768564,0.196142593583896,0.51726176261966,0.569117111355415,0.108346926389564,0.505564156503337,0.135852945047116,0.0942118921001938,0.249533328060231,1.6939793594114,1.7599604581439
1110015O18Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110018N20Rik,NA,mouse-specific,No_annotation,NA,NA,0.21292931383330435,0.11005672137458312,0.3158019062920256,0.231524870696497,0.0791723915884809,0.154552850758309,0.0905738790907202,0.353318321090192,0.0853732279075083,0,0.0713646113516999,0.123725603852512,0,0.794518362827311,0.571027646836422
1110019D14Rik,NA,mouse-specific,No_annotation,NA,NA,1.4973195810862054,1.2063183917915257,1.788320770380885,1.56289591452698,1.56471177514871,1.58380561548118,1.3480573573212,1.14058280649358,2.27745528581747,0.888666653887994,1.00991882245974,0.62791156924455,1.1940286352041,3.44288461832688,1.32691591912208
1110020A21Rik,NA,mouse-specific,No_annotation,NA,NA,0.18127951051503943,0.08059038227253978,0.28196863875753914,0.115604289944767,0,0,0,0,0.0682052782517908,0.295524153309679,0.0427602712279448,0.0296535791528479,0.0523610917896878,0.952119546273384,0.619125916230372
1110025L11Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110025M09Rik,NA,mouse-specific,No_annotation,NA,NA,0.7099950114156123,0.23919859396419868,1.1807914288670258,0.225559325383126,0.347095844687216,0.150570591609494,0.588267486586552,0.370692652636813,0.277244911596573,0.39426111284591,0.0927010766736431,0.225003612585803,0.113514939108697,2.29117776910425,3.44385081416927
1110028F11Rik,NA,mouse-specific,No_annotation,NA,NA,0.09710266375011783,0.0517471459706215,0.1424581815296142,0.0208557831767269,0.106977852589981,0.0278442720651445,0,0,0.0461425727174777,0.0820223442713626,0.0192855936776683,0.0534970300428457,0.0236157234689165,0.652721067138397,0.132269725852894
1110028F18Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110032F04Rik,C3orf80,one-to-one,No_annotation,NA,NA,0.3331168911393612,0,0.6662337822787224,0,0,0,0.0235369732013212,0,0,0,0,0,0.0227090408757267,0.644178428889977,3.30697825070531
1110036E04Rik,NA,mouse-specific,No_annotation,NA,NA,0.04266315275784803,0.00559497328379371,0.07973133223190233,0,0,0,0,0,0,0,0.0335698397027623,0,0,0.478387993391414,0
1110038B12Rik,NA,mouse-specific,No_annotation,NA,NA,8.342100304314496,3.913992083809165,12.770208524819823,3.10760006529493,3.13898404074194,2.93615489242876,2.35660952190109,4.84898301841434,3.525866079118,5.59376748076912,3.80204038748811,4.90540563613213,4.00606725997713,34.7294480193902,27.1542772501182
1110038F14Rik,C8orf33,one-to-one,No_annotation,NA,NA,6.418966872837491,3.1456205930380534,9.69231315263693,3.26058385029046,3.58887831419115,4.48919737368174,2.94973113517966,4.18637949571276,6.98847459703328,2.98877250033657,2.71673174153222,1.82955977819618,2.73059468442068,24.7842278135539,16.5144711899213
1110046J04Rik,NA,mouse-specific,No_annotation,NA,NA,0.47355372294781345,0.26217346481609605,0.6849339810795309,0.0726060405315912,0.148970445948982,0.387741343300983,0.170423437877262,0.306831829779543,0.214183885372419,0.96372295911502,0,0,0.164428653753975,2.69093246282671,0.562803616867276
1110057P08Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110058D11Rik,NA,mouse-specific,No_annotation,NA,NA,0.0069299862960406,0.0138599725920812,0,0,0,0,0,0,0,0.0831598355524872,0,0,0,0,0
1110059E24Rik,C9orf85,one-to-one,No_annotation,NA,NA,4.178571761013708,1.6865562969114785,6.670587225115937,1.87654582697458,2.18855111033872,2.10976907384358,1.6227820003754,1.41909721273039,2.06860686350494,1.22355022750387,1.47954131748792,1.2413802253202,1.99067484121999,22.0929072756848,10.8294551571801
1110059G10Rik,KIAA1143,one-to-one,No_annotation,NA,NA,1.802947142990044,0.808785595824255,2.797108690155833,1.06585710705398,0.94707706153373294,0.661083992894487,0.896320293215382,0.626581453047276,0.705592836898175,0.849920241340586,0.682942981111597,0.645832191011147,0.855288288977644,9.84289345641074,3.85597581238578
1110065P20Rik,C1orf122,one-to-one,No_annotation,NA,NA,13.557523791816426,12.400260845773031,14.714786737859816,11.1801725145673,12.4253313671382,13.3823757699883,12.89501760845,15.0249745894552,13.789429319448,11.6241916830133,14.7055397463302,11.0839539936009,10.4042324301013,19.739021445429,16.4360450342754
1190005I06Rik,C16orf74,one-to-one,No_annotation,NA,NA,0.02996769194704618,0,0.05993538389409237,0,0,0,0.0892311396432837,0,0.0560717247083455,0,0,0,0,0,0.214309439012925
1190028D05Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300002E11Rik,NA,mouse-specific,No_annotation,NA,NA,2.24587510041462,0.9813705317567538,3.5103796690724867,1.4032492447134,1.04496560731296,1.0365838885161,1.18708962088067,1.42483093884243,1.21873875987291,0.945470630343902,0.717962230794457,0.739991588859704,1.31471296885067,8.44789706511657,7.46900866087167
1500002C15Rik,NA,mouse-specific,No_annotation,NA,NA,0.5181443560682807,0.305974967741742,0.7303137443948194,0.275463347134015,0.527506676768564,0.0980712967919478,0.107762867212429,0.232820636463579,0.433387705558254,0.198614490054882,0.288687508225122,0.447506487475921,0.145561108035135,1.57298083373915,1.88936931536037
1500002F19Rik,NA,mouse-specific,No_annotation,NA,NA,0.04475110222252182,0.01902835947865469,0.07047384496638895,0.0210936225436703,0.00540989140504576,0.0140809040822987,0.049511688626148,0.0817128325894483,0.0233343913256267,0.0259242897333656,0.0341346715541829,0.0135267775533649,0.017913777897762,0.0868637761415987,0.16350660321775
1500004A13Rik,NA,mouse-specific,No_annotation,NA,NA,0.2290802165055916,0.08697658937814337,0.37118384363303986,0.0548935577496976,0.168942922334553,0.120401125002291,0.0874326248742711,0.143606167760317,0.15614969874993,0.0308410399296686,0.101521466857561,0.045259424395089,0.0754774147705119,0.393976850896109,1.3704603047471
1500009L16Rik,C12orf75,one-to-one,No_annotation,NA,NA,0.4248565492774274,0.05743289816901741,0.7922802003858374,0,0.0424614954153922,0.0552595421395568,0.145728919182648,0.0583048011099792,0.122098957398657,0.0406952386746214,0.15309620219543,0.0530849105891041,0,2.1817019566552,2.24584656796854
1500011B03Rik,NA,mouse-specific,No_annotation,NA,NA,2.7467672351380368,1.623589215947438,3.869945254328636,1.47606535591352,1.29794463012996,0.931197960108478,0.951833030697477,0.913967152534809,1.36371335527014,2.47196078165437,2.02490416079428,1.53946240708402,1.87343710819688,6.25212393490801,11.8645969443645
1500012K07Rik,NA,mouse-specific,No_annotation,NA,NA,0.00459220189978096,0.00918440379956193,0,0,0,0,0,0,0,0,0,0.0551064227973716,0,0,0
1500015A07Rik,NA,mouse-specific,No_annotation,NA,NA,0.6333845325558918,0.3314046275756837,0.9353644375361,0.332741999154697,0.170676997523586,0.646166270766464,0.266258065477144,0.404804137894137,0.624636006724175,0.237930768100843,0.251746797899643,0.349164932008869,0.274018367757294,1.71902248590442,2.32344756145943
1500015L24Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500026H17Rik,NA,mouse-specific,No_annotation,NA,NA,0.089047126823657,0.11028095182752916,0.06781330181978483,0.167292929633416,0.162088189500832,0.0992668941498727,0.10907661551123,0.130921653892754,0.0274169487536029,0.0913799181441663,0.034377285600061,0.107280493936827,0.0105239756150608,0.0765460195356526,0.0523945976104087
1500035N22Rik,NA,mouse-specific,No_annotation,NA,NA,0.06266744451001692,0,0.12533488902003384,0,0,0,0,0,0,0,0,0,0,0.752009334120203,0
1600002D24Rik,NA,mouse-specific,No_annotation,NA,NA,0.0595875587525603,0.08355759861760774,0.03561751888751287,0.0382042168124467,0.0653216910284194,0.238027671130254,0.0448371369855416,0.0538167791735225,0,0.112688147363788,0.0471038653707383,0,0.04325995393911,0,0.0717912432269031
1600010M07Rik,NA,mouse-specific,No_annotation,NA,NA,0.21162529170344843,0.01411459169320688,0.40913599171369,0,0,0,0,0,0,0,0.0846875501592413,0,0,1.35769774260802,1.09711820767412
1600012H06Rik,C6orf120,one-to-one,No_annotation,NA,NA,6.253665510452265,3.6500053648508537,8.857325656053677,3.68457214395803,4.30492697441648,3.34780391951613,3.47143452881467,4.06574440918691,4.61944747404908,4.00509958359517,3.81413551377564,2.74349405384367,3.7085940193567,23.1137038532335,14.1650296516812
1600012P17Rik,NA,mouse-specific,No_annotation,NA,NA,0.01071258446157308,0,0.02142516892314616,0,0,0,0,0,0,0,0,0,0,0,0.128551013538877
1600014C10Rik,C19orf12,one-to-one,No_annotation,NA,NA,9.64609893282467,2.2360074659553884,17.05619039969395,2.29548002773617,2.17052269433181,2.2575995480447,2.23382780312319,2.26693895899821,2.34955628382581,2.65852577668281,2.59855641890296,1.43536033003388,2.32175116244399,67.3874534496295,25.777614740143
1600014C23Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600015H23Rik,NA,mouse-specific,No_annotation,NA,NA,0.01241010519715308,0,0.02482021039430616,0,0,0,0,0,0,0,0,0,0,0.148921262365837,0
1600019K03Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
