Geneid,human_gene,ortholog_type,secreted,Reference,Function,Mean_TPM,Mean_TPM_Male,Mean_TPM_Fem,Mous-1B-SM-Mal-L,Mous-2B-SM-Mal-L,Mous-3B-SM-Mal-L,Mous-4B-SM-Fem-L,Mous-5B-SM-Fem-L,Mous-6B-SM-Fem-L,Mous-1A-SM-Mal-L,Mous-2A-SM-Mal-L,Mous-3A-SM-Mal-L,Mous-4A-SM-Fem-L,Mous-5A-SM-Fem-L,Mous-6A-SM-Fem-L
0610005C13Rik,NA,mouse-specific,No_annotation,NA,NA,1.2291195342166277,1.0086498222607103,1.4495892461725446,0.873732498158989,1.16357911149089,0.819813206542235,0.847037989472547,1.34651977888793,1.14419335980756,0.193696780000038,1.14336566499367,1.85771167237844,1.89805404047943,1.66327637671826,1.79845393166954
0610006L08Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0610009E02Rik,NA,mouse-specific,No_annotation,NA,NA,0.5513678760967956,0.5527990565873745,0.5499366956062166,0.41495359277646,0.741657743444522,0.51101689874466,0.804551639524401,0.503598397304084,0.27170051845589,0.62093653474298,0.366530364606541,0.661699205209084,0.308382247111478,0.704527054189851,0.706860317051596
0610009L18Rik,NA,mouse-specific,No_annotation,NA,NA,3.2940196318677,2.7256520517179883,3.862387212017411,2.5735586062494,2.94164592483282,4.4579826384833,4.31357956974411,5.43056430049235,2.56776741997893,2.10656982707635,2.07246571263795,2.20168960102811,1.99181897522295,7.57788223398872,1.29271077267741
0610010K14Rik,NA,mouse-specific,No_annotation,NA,NA,29.9960110132414,30.0100131606767,29.9820088658061,28.8135780305214,35.0916582064212,39.967147355947,34.1380856220216,36.2298235369376,24.1476951609306,17.3537308809412,26.5136707424992,32.3202937477302,30.5444236994326,29.0492545800757,25.7827705954385
0610025J13Rik,NA,mouse-specific,No_annotation,NA,NA,0.01019591683208991,0.0054992124319397,0.01489262123224013,0,0,0,0.0116399253403414,0.0777158020530994,0,0,0.0329952745916382,0,0,0,0
0610030E20Rik,C2orf68,one-to-one,No_annotation,NA,NA,9.614763786759918,8.947312449078368,10.282215124441468,9.94194256512054,8.99477886585775,11.338315297407,6.97047935789411,10.5008733064758,10.2846205557425,5.60429608602593,8.31314490381879,9.49139697624019,7.30632032239584,19.9388553382643,6.69214186587626
0610031O16Rik,NA,mouse-specific,No_annotation,NA,NA,0.18102140064897937,0.16653637074936095,0.19550643054859773,0.0495715950108407,0.166777690737453,0.325587223107945,0.109844732337979,0.366697862114624,0.0741900687531254,0,0.116764830957788,0.340516884682139,0.453418632562153,0,0.168887287523705
0610038B21Rik,NA,mouse-specific,No_annotation,NA,NA,0.02187620276478533,0.0355751905321705,0.00817721499740016,0,0.11279121566617,0.100659927526853,0,0,0,0,0,0,0.049063289984401,0,0
0610039H22Rik,NA,mouse-specific,No_annotation,NA,NA,0.20735262787744832,0.05212077705042845,0.3625844787044682,0.111909573394336,0.047063293550569,0,0.557951051382504,0.155218684100574,0.16748662096596,0,0.0439334341137977,0.109818361243868,0.0511804045522211,1.24367011122555,0
0610039K10Rik,NA,mouse-specific,No_annotation,NA,NA,0.12155176649347776,0.10970883249884862,0.1333947004881069,0,0.144505591133188,0.201505086255781,0.26173308462446,0.0794319238649975,0.257129828191694,0.0761751795163137,0.236067138087809,0,0.0392867458707901,0.0530365218597177,0.109750098516982
0610040B10Rik,NA,mouse-specific,No_annotation,NA,NA,1.9714576131480497,2.0588607189458616,1.8840545073502375,3.34202680545813,1.71781021459577,1.82920821709736,2.26280148616238,2.40353780531495,2.6398175372703,1.72874376150034,2.18668683430039,1.54868848072318,0.594390607413295,1.03168088772119,2.37209872021931
0610040F04Rik,NA,mouse-specific,No_annotation,NA,NA,0.08464268690219823,0.08454221251963681,0.08474316128475963,0.0853468330316188,0.200997434219313,0.0800799569700156,0.198574305095737,0.0315669701611419,0.1021857361514,0.030272710288347,0.0268043517785812,0.0837519888299453,0.140516196367778,0.0210771969446684,0.0145385629878325
0610040J01Rik,NA,mouse-specific,No_annotation,NA,NA,24.892348894514537,29.388049588276917,20.39664820075215,30.0089251376026,30.0960349597179,27.7822853950847,16.5737637742027,21.6883043105626,17.5790235440961,22.3928112547866,32.8411206687461,33.2071201137236,20.1088946828,23.7617761004031,22.6681267924484
0610042G04Rik,NA,mouse-specific,No_annotation,NA,NA,0.6665812157845604,0.847646212701307,0.4855162188678139,0.322646084430748,0.77794459428771,0.86784070481913,0.762608189122654,0.636459269894577,0.482880068345776,1.48776262932099,1.165311783208,0.464371480141264,0.236092861441525,0.318721847005318,0.476335077397033
0610043K17Rik,NA,mouse-specific,No_annotation,NA,NA,2.35042508557332,3.354209900426405,1.3466402707202347,5.81640048127198,3.61351663264482,2.79074762663952,1.9405902713043,1.52790775881094,1.78056165007501,2.63747314514615,3.32131074724374,1.94581076961222,0.604558176749537,1.5506746172868,0.675549150094821
1100001I12Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110002E22Rik,C4orf54,one-to-one,No_annotation,NA,NA,0.00720418927468059,0.00916530922246405,0.00524306932689714,0,0,0,0.00459778824781546,0.0268606277135674,0,0.0036799042832477,0.0065165918730209,0.0447953591785157,0,0,0
1110002J07Rik,NA,mouse-specific,No_annotation,NA,NA,0.03094982948466557,0.04179706502331876,0.02010259394601238,0,0.0535351839375386,0.0597214918673151,0,0,0,0.0282207229139129,0,0.109304991421146,0,0.0392970255462342,0.0813185381298401
1110002L01Rik,NA,mouse-specific,No_annotation,NA,NA,0.5488207821291201,0.521306949771937,0.5763346144863033,0.470359328175589,0.635069230850557,0.754911327690974,0.342848710024603,0.69817050535339,0.666901272573549,0.439046034666753,0.427618758707631,0.400837018540118,0.33965177566474,0.978186323172685,0.432249100128853
1110002O04Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110004F10Rik,C11orf58,one-to-one,No_annotation,NA,NA,29.092342794016332,32.35303920575887,25.8316463822738,34.4151001636115,31.8579127824431,40.0445582354174,23.9641688283025,32.751792979399,21.5250984823721,19.5860380445856,31.7031731442071,36.5114528642885,28.2919344026917,21.978607235652,26.4782763652255
1110006O24Rik,NA,mouse-specific,No_annotation,NA,NA,1.556482876084604,1.303293690388229,1.8096720617809792,1.01053761912724,2.14726276824471,1.29750384446886,1.76781366106436,1.96718123946908,0.875597373930115,0.754610372083482,1.67038577620168,0.939461762203402,1.26484906041817,2.62696522336414,2.35562581244001
1110015O18Rik,NA,mouse-specific,No_annotation,NA,NA,0.00348678048522204,0.00697356097044408,0,0,0,0,0,0,0,0,0.0418413658226645,0,0,0,0
1110018N20Rik,NA,mouse-specific,No_annotation,NA,NA,0.16653941272959932,0.10363925915561537,0.22943956630358325,0.111756482322661,0,0.183504700301605,0.0154774383458439,0.129171955532853,0.0836287505507186,0.0743255086046658,0.0877466673134674,0.164502196391293,0.332217537072899,0.482987860492669,0.333153855826516
1110019D14Rik,NA,mouse-specific,No_annotation,NA,NA,3.2455335995733026,2.844661274359035,3.64640592478757,3.21758700006279,2.49988402391106,3.30045960971601,4.41080129478915,3.30297346696437,4.10135378743913,2.20035921579483,2.50490961793022,3.3447681787393,3.36704196837209,3.46801497044388,3.2282500607168
1110020A21Rik,NA,mouse-specific,No_annotation,NA,NA,0.3722162728107657,0.43005768780760817,0.31437485781392316,0.401773714317371,0.197125762330662,0.565469519102697,0.315308403809512,0.402465932271707,0.275597861958331,0.77192929865589,0.578336845793108,0.065710986645921,0.336867744716668,0.41342403515239,0.142585168974931
1110025L11Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110025M09Rik,NA,mouse-specific,No_annotation,NA,NA,1.8394234121549624,1.660723798404227,2.018123025905698,2.41343857859976,1.724678402926,2.16234382965033,1.86975156120036,2.2819651943588,1.98253265910173,1.07811059823211,1.33927687644993,1.24649450456723,1.5933908267524,3.36102169848456,1.02007621553634
1110028F11Rik,NA,mouse-specific,No_annotation,NA,NA,0.2275883297610252,0.06134167717683372,0.39383498234521674,0.0755027620867518,0.0508039989529248,0.0283373511318665,0.100383060384283,0.0837779219175002,0.203398724537219,0,0.154132454617353,0.0592734962721062,0.0966846089692605,1.82731895167541,0.0514466265876277
1110028F18Rik,NA,mouse-specific,No_annotation,NA,NA,0.01429018173223325,0.0285803634644665,0,0,0,0.171482180786799,0,0,0,0,0,0,0,0,0
1110032F04Rik,C3orf80,one-to-one,No_annotation,NA,NA,0.03175597628558541,0.02381624652834483,0.039695706042826,0.0290415885452775,0.0244267360767262,0.0408740853955025,0.048264518012706203,0,0.021732177978164,0.0257527890934996,0.0228022800590632,0,0,0.143441826629482,0.0247357136366038
1110036E04Rik,NA,mouse-specific,No_annotation,NA,NA,0.0040508236591383804,0,0.0081016473182767609,0,0,0,0,0.0486098839096606,0,0,0,0,0,0,0
1110038B12Rik,NA,mouse-specific,No_annotation,NA,NA,8.525724845273205,9.2193564786431,7.832093211903307,8.44632763262677,6.58008658472277,5.9113395490378,5.98300053968357,6.84979175994115,5.9578397585137,15.163831476986,11.1978132576829,8.01674037080237,8.61218739651612,12.3957138675352,7.1940259492301
1110038F14Rik,C8orf33,one-to-one,No_annotation,NA,NA,10.214353208299451,9.409232211069275,11.019474205529628,10.7712122206818,10.3213401214123,10.7525831493834,11.1982108466314,11.2331852017558,9.32999296895114,8.15578892212082,7.83924816535062,8.61522068746672,9.31230696193393,15.0311122714346,10.0120369824709
1110046J04Rik,NA,mouse-specific,No_annotation,NA,NA,0.3912753019102713,0.6389717514461813,0.14357885237436133,0.262850671099953,0.486381270541916,0.542585510250121,0.116489136996776,0.194439535638643,0,0.932337139253723,0.990622607044706,0.619053310486669,0.192338199861629,0,0.35820624174912
1110057P08Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110058D11Rik,NA,mouse-specific,No_annotation,NA,NA,0.04939688441466687,0.03527111551820217,0.06352265331113158,0,0.103017104323584,0,0.0339250597625544,0,0.0916530984296481,0.108609588785629,0,0,0,0.151237578076736,0.104320183597851
1110059E24Rik,C9orf85,one-to-one,No_annotation,NA,NA,7.600162248529136,10.497706030094829,4.702618466963445,11.9280088364741,11.8370115627608,10.1183493081269,4.73793868601226,5.58084358356942,4.6234752090183,7.96462712047776,12.0155481044424,9.122691248287,5.7298398289661,2.71968164301229,4.8239318512023
1110059G10Rik,KIAA1143,one-to-one,No_annotation,NA,NA,2.44193070051262,2.816790980890002,2.0670704201352383,3.14768566522868,2.73950096704353,2.87361481293486,1.96589715548769,2.07897285408931,2.10080845682013,2.67268130594519,2.36647096458255,3.1007921696052,2.67901474944131,1.15552079328222,2.42220851169077
1110065P20Rik,C1orf122,one-to-one,No_annotation,NA,NA,16.209297583055008,17.020826274573817,15.3977688915362,14.7477188947513,16.3563706082239,19.5996515549276,16.4684527295872,21.1648984743972,12.2543741809263,14.6040312556293,16.3644536361918,20.452731697719,15.106380227458,12.8104946473302,14.5820130895183
1190005I06Rik,C16orf74,one-to-one,No_annotation,NA,NA,0.11087280112648988,0.05849325423464491,0.16325234801833485,0.0550498575322544,0.0926043242369687,0.0516526514903632,0.121983907609832,0.101805605924006,0.247166913689658,0.0976315306199654,0,0.0540211615283178,0.100705378229438,0.407852282657075,0
1190028D05Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300002E11Rik,NA,mouse-specific,No_annotation,NA,NA,3.1508921395282465,3.1272397019045584,3.1745445771519347,3.65147373188944,3.65251565830716,3.89069684271502,1.78281329212793,3.5385417689359,3.51203795163154,1.75618413866701,3.10995460878277,2.70261323106595,2.46247537356936,5.50229806784635,2.24910100880053
1500002C15Rik,NA,mouse-specific,No_annotation,NA,NA,0.768037477531663,0.7870162016017226,0.7490587534616033,0.664827381004765,0.894692820101963,1.02303187736968,0.368294512721741,0.836052026774359,0.875597373930115,0.542376204935003,0.605514843873111,0.991654082325813,0.413508346675172,1.41199380755823,0.588906453110003
1500002F19Rik,NA,mouse-specific,No_annotation,NA,NA,1.0253694000783613,0.7807228375686108,1.270015962588112,0.916365547704605,1.22677790610504,0.981622477958754,1.5906026524529,1.34867209597701,1.49145755714359,0.765190999846851,0.359746572104008,0.434633521692407,0.789282402600994,1.59356454604075,0.806516521313428
1500004A13Rik,NA,mouse-specific,No_annotation,NA,NA,0.5012309508329805,0.5117822742287802,0.49067962743718085,0.635927628629478,0.487118826490877,0.649958941272399,0.264213684789602,0.551270138833704,0.348406628128383,0.266851374281398,0.356646170731969,0.67419070396656,0.368735108137562,1.13579547272058,0.275656732013254
1500009L16Rik,C12orf75,one-to-one,No_annotation,NA,NA,0.3703086161781268,0.5526972442551027,0.187919988101151,0.659305850591724,0.352888378640363,0.843571549651859,0.182617874892048,0.249397592208552,0.0448515162528065,0.425194985884163,0.329420173619232,0.705802527143275,0.219290948338203,0.0740098786332965,0.357352118282
1500011B03Rik,NA,mouse-specific,No_annotation,NA,NA,3.859334723863914,5.309268115432756,2.409401332295072,3.59378385635809,2.76588188664069,4.2315372869023,1.60048638756741,1.86786064554994,2.47834932375305,6.81102035665459,8.11467454706833,6.33871075897254,2.77151161396358,3.27743746326098,2.46076255967547
1500012K07Rik,NA,mouse-specific,No_annotation,NA,NA,0.00815943977204385,0.0024324871417777,0.01388639240231001,0,0,0.0145949228506662,0.0689353080323649,0.0143830463814952,0,0,0,0,0,0,0
1500015A07Rik,NA,mouse-specific,No_annotation,NA,NA,0.7877649418115312,0.883047957724832,0.6924819258982305,0.985584312601594,0.994764092098354,1.31521775548223,0.570250240480599,0.810077850891288,0.950587604785353,0.407853756064424,0.842626776541847,0.752241053560543,0.781290143486185,0.594975930482045,0.447709785263913
1500015L24Rik,NA,mouse-specific,No_annotation,NA,NA,0.1980259108360916,0.074422543564228,0.32162927810795516,0.105005126706768,0.176638582477714,0,0.203593964050599,0.388379226712661,0.235729884264429,0,0.164891552200886,0,0.192090978525046,0.194489970264492,0.715491644830504
1500026H17Rik,NA,mouse-specific,No_annotation,NA,NA,0.6536704711873994,0.7976918184200902,0.5096491239547087,1.52082713497509,0.996160124444334,0.795569965920434,0.879771253269062,1.0329159878807,0.835915516007208,0.895089732949106,0.22191088796195,0.356593064269627,0.196964456398663,0.0664747707263151,0.0458527594463041
1500035N22Rik,NA,mouse-specific,No_annotation,NA,NA,0.0268611966573513,0.0148493819169441,0.0388730113977585,0.0472219587155292,0,0,0,0,0,0.0418743327861354,0,0,0,0.233238068386551,0
1600002D24Rik,NA,mouse-specific,No_annotation,NA,NA,0.06247720139091086,0.04992712213265788,0.07502728064916385,0.0184410809430848,0,0.034606110524469,0.173668737086954,0,0.0275993754639166,0.0981163824650307,0.0579167619017108,0.090482396961652,0.0337351650773105,0.136625911391219,0.078534494875583
1600010M07Rik,NA,mouse-specific,No_annotation,NA,NA,0.20078319000548536,0.32807501191882765,0.07349136809214303,0.265240222655407,0.278865294577235,0.746615598815249,0.220402742158673,0,0.0992412607996352,0.235203232857189,0.312383833471484,0.130141889136402,0.12130420559455,0,0
1600012H06Rik,C6orf120,one-to-one,No_annotation,NA,NA,10.544303376238204,11.67286447315791,9.415742279318495,11.6938601211785,10.7082654160941,13.252878388162,7.20877977086563,10.7169978236156,8.61756950998748,7.43877162146736,13.0682837271953,13.8751275648502,9.31331084433396,10.6146170999213,10.023178627187
1600012P17Rik,NA,mouse-specific,No_annotation,NA,NA,0.00555841681431312,0.00432112731111188,0.00679570631751436,0,0,0,0,0,0,0,0.0259267638666713,0,0,0.0407742379050862,0
1600014C10Rik,C19orf12,one-to-one,No_annotation,NA,NA,5.138997606188651,5.600134177218257,4.677861035159045,4.49518037352865,3.56198121532166,4.11788161238638,2.31326071420596,3.79558305526753,3.2487214467847,9.86041702531327,7.8390580440756,3.72628679268398,6.12415857309201,7.96077732327901,4.62466509832506
1600014C23Rik,NA,mouse-specific,No_annotation,NA,NA,0.220551769072122,0.43486992523470575,0.00623361290953823,0.0675156930395583,0.227148458128366,0,0.0374016774572294,0,0,0.538829224363743,0.848169438758938,0.927556737117629,0,0,0
1600015H23Rik,NA,mouse-specific,No_annotation,NA,NA,0.01605917542228041,0.03211835084456083,0,0,0,0,0,0,0,0,0,0.192710105067365,0,0,0
1600019K03Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600020E01Rik,NA,mouse-specific,No_annotation,NA,NA,5.167729161214486,4.75948986492795,5.5759684575010215,3.47889231829383,4.89361500193214,6.19073335483619,4.65186795980518,5.65716261288729,5.0719424976072,4.89333245685853,4.33270107941653,4.76766497823048,3.40150530107713,9.25802721890448,5.41530515472485
1600023N17Rik,NA,mouse-specific,No_annotation,NA,NA,0.47691824174696024,0.5284234535154771,0.4254130299784433,0.769933424096947,0.613503648069917,0.456265088164875,0.179587419536697,1.1241035654109,0.363884622931996,0.646808890357271,0.445436206987116,0.238593463416737,0.37065173931668,0.100074865651967,0.41417596702242
1600025M17Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600027J07Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600029I14Rik,NA,mouse-specific,No_annotation,NA,NA,0.00618661398593216,0.01237322797186433,0,0,0,0,0,0,0,0,0.074239367831186,0,0,0,0
1600029O15Rik,NA,mouse-specific,No_annotation,NA,NA,0.05440399686044146,0.04396995786740675,0.06483803585347618,0.0451597504576371,0.132942747398235,0.0635593157642611,0.0625428824257152,0.04175774438674,0.0337935968228719,0,0,0.0221579335843073,0,0.25093399148553,0
1700001D01Rik,NA,mouse-specific,No_annotation,NA,NA,0.104148709740455,0,0.20829741948091,0,0,0,0,0,0,0,0,0,0,1.24978451688546,0
1700001F09Rik,NA,mouse-specific,No_annotation,NA,NA,0.00427104848275269,0,0.00854209696550538,0,0,0,0.0512525817930323,0,0,0,0,0,0,0,0
1700001G01Rik,NA,mouse-specific,No_annotation,NA,NA,0.00241442753538452,0,0.00482885507076904,0,0,0,0.0289731304246143,0,0,0,0,0,0,0,0
1700001G11Rik,NA,mouse-specific,No_annotation,NA,NA,0.01158872061586539,0.01656993835099415,0.00660750288073663,0,0,0.0994196301059649,0,0,0.0396450172844198,0,0,0,0,0,0
1700001G17Rik,NA,mouse-specific,No_annotation,NA,NA,0.3894977059809871,0.4006449244770712,0.378350487484903,0.505418377028414,0.193229495455092,0.215558309369232,0.381800025786678,0.33988643237621,0.309445191154768,0.407438671091194,0.721516465760908,0.360708228157587,0.546346500788052,0.340412141430314,0.352212633373396
1700001J03Rik,NA,mouse-specific,No_annotation,NA,NA,0.30116351661956153,0.29177744424266894,0.31054958899645413,0.526858044697919,0.377970381056732,0.363488879038785,0.489300776598086,0.300898131924861,0.47542437078065,0.0687050414643535,0.231167196949308,0.182475122248916,0.141736325201523,0.363549663688634,0.0923882657849707
1700001J04Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001J11Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001K19Rik,NA,mouse-specific,No_annotation,NA,NA,0.1493704051241562,0.1520924844942494,0.146648325754063,0.291170020389541,0.279887611339433,0.214658320501194,0.288034812393378,0.230773196320609,0.155632934451566,0.0737704640733343,0.0326592738320492,0.0204092168299449,0,0.205449011358825,0
1700001K23Rik,NA,mouse-specific,No_annotation,NA,NA,0.1140264080974554,0.03741782884998757,0.1906349873449233,0.0837028571494524,0.140804115950473,0,0,0.154794589335272,0.0626358777178026,0,0,0,0.30624340428788,0.620136052728585,0
1700001L05Rik,NA,mouse-specific,No_annotation,NA,NA,0.9195786155368924,1.026370133702537,0.8127870973712479,1.30645059194987,0.921430766449837,1.18752052931668,0.659653939827446,0.836813928553763,0.799418691858597,0.579251140190019,0.934948560392747,1.22861921391607,0.79665117463927,1.52917995610922,0.255004893239191
1700001O22Rik,C9orf50,one-to-one,No_annotation,NA,NA,2.4183838202913557,2.08797026504279,2.7487973755399215,2.22228876764799,2.58055127649385,2.70758040138766,2.00280440106942,2.20822683348929,2.15937379162568,1.14708129641923,2.03131931663796,1.83900053167005,2.33605403157154,5.61101853311981,2.17530666236379
1700003C15Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003D09Rik,NA,mouse-specific,No_annotation,NA,NA,4.317510786825096,2.6373448679663283,5.9976767056838645,3.32304561169863,2.34977639145569,4.74594527991801,2.16668536831963,4.67704775034031,3.96107667295304,1.43424865536385,1.43155307990676,2.53950018945503,3.63126628410467,18.5192537560703,3.03073040231524
1700003E16Rik,C2orf81,one-to-one,No_annotation,NA,NA,6.692078509854677,5.231292605320833,8.152864414388521,5.30014657602737,6.21763502063444,7.27264293701241,6.19234943286387,8.71470885090848,6.73949822608879,2.56199423887855,5.22529263689081,4.81004422248142,7.90974427816326,13.0646028513376,6.29628284696912
1700003E24Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003F12Rik,C20orf144,one-to-one,No_annotation,NA,NA,0.1257225669502395,0.1762284264766472,0.07521670742383181,0,0.177551443369072,0.247585706756134,0.0292351613199273,0.195193177249645,0,0.0935950849095792,0.331487409850877,0.207150913974221,0.0965418483801586,0.13033005759326,0
1700003G18Rik,NA,mouse-specific,No_annotation,NA,NA,0.06245454671601287,0.05856549482978053,0.06634359860224522,0.0658822488531173,0,0.123633120664031,0.0364967981639093,0,0,0.0584214481613019,0.103456151300233,0,0.361564793449562,0,0
1700003H04Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003I22Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003L19Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003M07Rik,NA,mouse-specific,No_annotation,NA,NA,0.12008842154012274,0.22974536373058568,0.01043147934965978,0.0705779598944842,0,1.30789422248903,0.00977452045858478,0,0.0528143556393739,0,0,0,0,0,0
1700003P14Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006A11Rik,NA,mouse-specific,No_annotation,NA,NA,0.00132608477273102,0.00265216954546205,0,0,0.0159130172727723,0,0,0,0,0,0,0,0,0,0
1700006F04Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006H20Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006H21Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006J14Rik,NA,mouse-specific,No_annotation,NA,NA,0.00525859941221752,0.00413293112269983,0.00638426770173521,0,0,0.0121208941827481,0.00715623493409986,0,0.0193335283531231,0,0,0.0126766925534509,0.0118158429231883,0,0
1700007E05Rik,NA,mouse-specific,No_annotation,NA,NA,0.00175185228574226,0.00350370457148453,0,0,0,0,0,0,0,0.0210222274289072,0,0,0,0,0
1700007F19Rik,NA,mouse-specific,No_annotation,NA,NA,0.00229679403792365,0,0.0045935880758473,0,0,0,0.0275615284550838,0,0,0,0,0,0,0,0
1700007J10Rik,NA,mouse-specific,No_annotation,NA,NA,0.06905160024488498,0,0.13810320048976996,0,0,0,0.0407345002009429,0.0339962914471704,0.0275124287365325,0,0,0,0,0.726375982553974,0
