"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031424","keratinization","3/22","30/15302",0.1,69.5545454545455,14.2612796533037,1.02120506472549e-05,0.0029002223838204,0.00221440256140475,"Hrnr/Krt1/Krt77",3
"GO:0061436","establishment of skin barrier","3/22","39/15302",0.0769230769230769,53.5034965034965,12.456904895274,2.27952529292791e-05,0.00323692591595764,0.00247148531759553,"Flg2/Hrnr/Krt1",3
"GO:0070417","cellular response to cold","2/22","16/15302",0.125,86.9431818181818,13.0507077012103,0.000233914094713338,0.0221438676328627,0.016907474916122,"Ucp1/Cidea",2
"GO:0030216","keratinocyte differentiation","3/22","115/15302",0.0260869565217391,18.1446640316206,7.00247349461469,0.000573776164316,0.0328479214161527,0.0250803254697089,"Hrnr/Krt1/Krt77",3
"GO:0043588","skin development","4/22","275/15302",0.0145454545454545,10.1170247933884,5.78885818553755,0.000578308475636492,0.0328479214161527,0.0250803254697089,"Flg2/Hrnr/Krt1/Krt77",4
"GO:0008544","epidermis development","4/22","314/15302",0.0127388535031847,8.86045165026057,5.34010815938042,0.000949995682664764,0.0429542012923528,0.0327967585849691,"Flg2/Hrnr/Krt1/Krt77",4
"GO:0098773","skin epidermis development","3/22","142/15302",0.0211267605633803,14.6946222791293,6.22091404349123,0.00105873031354391,0.0429542012923528,0.0327967585849691,"Flg2/Hrnr/Krt1",3
"GO:0045109","intermediate filament organization","2/22","37/15302",0.0540540540540541,37.5970515970516,8.4568402515031,0.00127470470581279,0.045252017056354,0.0345512064996625,"Krt1/Krt77",2
"GO:0002181","cytoplasmic translation","3/22","163/15302",0.0184049079754601,12.8014500836587,5.74764785915078,0.00157468721334369,0.0488286612388987,0.0372820764092407,"Rpl26/Rpl30/Eif2s3y",3
"GO:0009409","response to cold","2/22","43/15302",0.0465116279069767,32.3509513742072,7.811446930365,0.0017193190577077,0.0488286612388987,0.0372820764092407,"Ucp1/Cidea",2
